Frame Time(ps) RMSD(A)
2.340000000000000000e+03 2.340000000000000213e+01 2.290509877982956688e+00
2.341000000000000000e+03 2.341000000000000014e+01 2.263820777103818127e+00
2.342000000000000000e+03 2.342000000000000171e+01 2.337216287558319561e+00
2.343000000000000000e+03 2.342999999999999972e+01 2.298917773256107466e+00
2.344000000000000000e+03 2.344000000000000128e+01 2.206586873981593033e+00
2.345000000000000000e+03 2.344999999999999929e+01 2.262354064876734405e+00
2.346000000000000000e+03 2.346000000000000085e+01 2.250121891158559873e+00
2.347000000000000000e+03 2.346999999999999886e+01 2.482523634359347309e+00
2.348000000000000000e+03 2.348000000000000043e+01 2.253415483437097411e+00
2.349000000000000000e+03 2.349000000000000199e+01 1.990923031946952415e+00
2.350000000000000000e+03 2.350000000000000000e+01 2.617870526139687293e+00
2.351000000000000000e+03 2.351000000000000156e+01 2.312081520324739348e+00
2.352000000000000000e+03 2.351999999999999957e+01 2.292419796058802195e+00
2.353000000000000000e+03 2.353000000000000114e+01 2.602329035851474348e+00
2.354000000000000000e+03 2.353999999999999915e+01 2.174669228015862377e+00
2.355000000000000000e+03 2.355000000000000071e+01 2.189399851709703970e+00
2.356000000000000000e+03 2.355999999999999872e+01 2.641553316824491571e+00
2.357000000000000000e+03 2.357000000000000028e+01 2.403702654735039967e+00
2.358000000000000000e+03 2.358000000000000185e+01 2.428423613332408415e+00
2.359000000000000000e+03 2.358999999999999986e+01 2.355019521703552776e+00
2.360000000000000000e+03 2.360000000000000142e+01 2.303673805164216937e+00
2.361000000000000000e+03 2.360999999999999943e+01 2.356923414474797251e+00
2.362000000000000000e+03 2.362000000000000099e+01 2.385400534831828345e+00
2.363000000000000000e+03 2.362999999999999901e+01 2.244510543847113127e+00
2.364000000000000000e+03 2.364000000000000057e+01 2.192179341677889415e+00
2.365000000000000000e+03 2.365000000000000213e+01 2.218542662456048031e+00
2.366000000000000000e+03 2.366000000000000014e+01 2.525027389516243836e+00
2.367000000000000000e+03 2.367000000000000171e+01 2.559661090976480757e+00
2.368000000000000000e+03 2.367999999999999972e+01 2.594829264790369017e+00
2.369000000000000000e+03 2.369000000000000128e+01 2.399050897820803829e+00
2.370000000000000000e+03 2.369999999999999929e+01 2.321858897028827862e+00
2.371000000000000000e+03 2.371000000000000085e+01 2.128519352273009257e+00
2.372000000000000000e+03 2.371999999999999886e+01 2.364694863768584732e+00
2.373000000000000000e+03 2.373000000000000043e+01 2.344578838827024558e+00
2.374000000000000000e+03 2.374000000000000199e+01 2.384187008871547331e+00
2.375000000000000000e+03 2.375000000000000000e+01 2.494966970213859714e+00
2.376000000000000000e+03 2.376000000000000156e+01 2.305271829762340019e+00
2.377000000000000000e+03 2.376999999999999957e+01 2.279133088179531530e+00
2.378000000000000000e+03 2.378000000000000114e+01 2.432093620832719516e+00
2.379000000000000000e+03 2.378999999999999915e+01 2.509301480841827470e+00
2.380000000000000000e+03 2.380000000000000071e+01 2.177158299921387652e+00
2.381000000000000000e+03 2.380999999999999872e+01 2.315189922799982813e+00
2.382000000000000000e+03 2.382000000000000028e+01 2.339820744788294604e+00
2.383000000000000000e+03 2.383000000000000185e+01 2.472582661921186808e+00
2.384000000000000000e+03 2.383999999999999986e+01 2.245924745632025044e+00
2.385000000000000000e+03 2.385000000000000142e+01 2.307337526964406305e+00
2.386000000000000000e+03 2.385999999999999943e+01 2.195764904668903839e+00
2.387000000000000000e+03 2.387000000000000099e+01 2.334068403901210065e+00
2.388000000000000000e+03 2.387999999999999901e+01 2.428810107619019387e+00
2.389000000000000000e+03 2.389000000000000057e+01 2.361674559287701314e+00
2.390000000000000000e+03 2.390000000000000213e+01 2.193575219858226344e+00
2.391000000000000000e+03 2.391000000000000014e+01 2.600964141713550060e+00
2.392000000000000000e+03 2.392000000000000171e+01 2.531494305971629277e+00
2.393000000000000000e+03 2.392999999999999972e+01 2.455440291058150315e+00
2.394000000000000000e+03 2.394000000000000128e+01 2.377670108810234773e+00
2.395000000000000000e+03 2.394999999999999929e+01 2.075975446185194695e+00
2.396000000000000000e+03 2.396000000000000085e+01 2.378335295628506874e+00
2.397000000000000000e+03 2.396999999999999886e+01 2.147853612735224793e+00
2.398000000000000000e+03 2.398000000000000043e+01 2.483110413969162877e+00
2.399000000000000000e+03 2.399000000000000199e+01 2.148930432394164924e+00
2.400000000000000000e+03 2.400000000000000000e+01 2.180479820809237523e+00
2.401000000000000000e+03 2.401000000000000156e+01 2.662998429061341543e+00
2.402000000000000000e+03 2.401999999999999957e+01 2.200272537897679737e+00
2.403000000000000000e+03 2.403000000000000114e+01 2.202356711695015790e+00
2.404000000000000000e+03 2.403999999999999915e+01 2.355095254212190348e+00
2.405000000000000000e+03 2.405000000000000071e+01 2.166829361445349100e+00
2.406000000000000000e+03 2.406000000000000227e+01 2.198614917165088389e+00
2.407000000000000000e+03 2.407000000000000028e+01 2.401649108611759953e+00
2.408000000000000000e+03 2.408000000000000185e+01 2.308842532262576963e+00
2.409000000000000000e+03 2.408999999999999986e+01 2.205868338091388381e+00
2.410000000000000000e+03 2.410000000000000142e+01 2.083965405904486978e+00
2.411000000000000000e+03 2.410999999999999943e+01 2.425963931888881930e+00
2.412000000000000000e+03 2.412000000000000099e+01 2.177889816120660349e+00
2.413000000000000000e+03 2.412999999999999901e+01 2.270969615770630501e+00
2.414000000000000000e+03 2.414000000000000057e+01 1.968838311043173084e+00
2.415000000000000000e+03 2.415000000000000213e+01 2.426666752506961622e+00
2.416000000000000000e+03 2.416000000000000014e+01 2.348094408905101904e+00
2.417000000000000000e+03 2.417000000000000171e+01 2.343671563217163634e+00
2.418000000000000000e+03 2.417999999999999972e+01 2.259557651799084965e+00
2.419000000000000000e+03 2.419000000000000128e+01 2.244530821720774671e+00
2.420000000000000000e+03 2.419999999999999929e+01 2.376805257126371806e+00
2.421000000000000000e+03 2.421000000000000085e+01 2.005216377641050318e+00
2.422000000000000000e+03 2.421999999999999886e+01 2.437112570528413791e+00
2.423000000000000000e+03 2.423000000000000043e+01 2.552638586339161186e+00
2.424000000000000000e+03 2.424000000000000199e+01 2.422755437601729955e+00
2.425000000000000000e+03 2.425000000000000000e+01 2.229330010670731888e+00
2.426000000000000000e+03 2.426000000000000156e+01 2.396338295693584364e+00
2.427000000000000000e+03 2.426999999999999957e+01 2.262869208601469229e+00
2.428000000000000000e+03 2.428000000000000114e+01 2.384116919055613959e+00
2.429000000000000000e+03 2.428999999999999915e+01 2.097630952491395195e+00
2.430000000000000000e+03 2.430000000000000071e+01 2.261049796612334184e+00
2.431000000000000000e+03 2.431000000000000227e+01 2.467600926615803214e+00
2.432000000000000000e+03 2.432000000000000028e+01 2.057811236333313420e+00
2.433000000000000000e+03 2.433000000000000185e+01 2.435719348973570675e+00
2.434000000000000000e+03 2.433999999999999986e+01 2.450663463249156848e+00
2.435000000000000000e+03 2.435000000000000142e+01 2.452682936317485574e+00
2.436000000000000000e+03 2.435999999999999943e+01 2.422974050327758366e+00
2.437000000000000000e+03 2.437000000000000099e+01 1.940744560138297103e+00
2.438000000000000000e+03 2.437999999999999901e+01 2.299494270428368736e+00
2.439000000000000000e+03 2.439000000000000057e+01 2.267795932075762799e+00
2.440000000000000000e+03 2.440000000000000213e+01 2.285502652964499948e+00
2.441000000000000000e+03 2.441000000000000014e+01 2.217039841980348758e+00
2.442000000000000000e+03 2.442000000000000171e+01 2.221583592984719413e+00
2.443000000000000000e+03 2.442999999999999972e+01 2.304485949415655544e+00
2.444000000000000000e+03 2.444000000000000128e+01 2.228193510197386207e+00
2.445000000000000000e+03 2.444999999999999929e+01 2.232969063655251052e+00
2.446000000000000000e+03 2.446000000000000085e+01 2.213576516686742934e+00
2.447000000000000000e+03 2.446999999999999886e+01 2.193650362144841992e+00
2.448000000000000000e+03 2.448000000000000043e+01 2.472459940468600514e+00
2.449000000000000000e+03 2.449000000000000199e+01 2.442800226354561843e+00
2.450000000000000000e+03 2.450000000000000000e+01 2.400270073573856688e+00
2.451000000000000000e+03 2.451000000000000156e+01 2.314147279199441520e+00
2.452000000000000000e+03 2.451999999999999957e+01 2.351915772048533970e+00
2.453000000000000000e+03 2.453000000000000114e+01 2.568212950761238123e+00
2.454000000000000000e+03 2.453999999999999915e+01 2.018095984007359789e+00
2.455000000000000000e+03 2.455000000000000071e+01 2.566694663416743349e+00
2.456000000000000000e+03 2.456000000000000227e+01 2.222616739516557693e+00
2.457000000000000000e+03 2.457000000000000028e+01 2.494497277312697658e+00
2.458000000000000000e+03 2.458000000000000185e+01 2.231955465148182327e+00
2.459000000000000000e+03 2.458999999999999986e+01 2.401674345072059680e+00
2.460000000000000000e+03 2.460000000000000142e+01 2.141993121264781585e+00
2.461000000000000000e+03 2.460999999999999943e+01 2.482320313314827498e+00
2.462000000000000000e+03 2.462000000000000099e+01 2.248703888744622237e+00
2.463000000000000000e+03 2.462999999999999901e+01 2.522707954777848371e+00
2.464000000000000000e+03 2.464000000000000057e+01 2.051169127965142724e+00
2.465000000000000000e+03 2.465000000000000213e+01 2.445164776847069010e+00
2.466000000000000000e+03 2.466000000000000014e+01 2.025151310107728531e+00
2.467000000000000000e+03 2.467000000000000171e+01 2.445347749801967119e+00
2.468000000000000000e+03 2.467999999999999972e+01 2.325269378798933584e+00
2.469000000000000000e+03 2.469000000000000128e+01 2.362597966537499428e+00
2.470000000000000000e+03 2.469999999999999929e+01 2.425232961089975880e+00
2.471000000000000000e+03 2.471000000000000085e+01 2.356856000016939845e+00
2.472000000000000000e+03 2.471999999999999886e+01 2.120614476427035822e+00
2.473000000000000000e+03 2.473000000000000043e+01 2.296366811029623811e+00
2.474000000000000000e+03 2.474000000000000199e+01 2.282691071045234832e+00
2.475000000000000000e+03 2.475000000000000000e+01 2.245699140778877112e+00
2.476000000000000000e+03 2.476000000000000156e+01 2.485300050980671305e+00
2.477000000000000000e+03 2.476999999999999957e+01 2.315605308633625903e+00
2.478000000000000000e+03 2.478000000000000114e+01 2.265279100079940378e+00
2.479000000000000000e+03 2.478999999999999915e+01 2.602146436306343347e+00
2.480000000000000000e+03 2.480000000000000071e+01 2.246579054889793703e+00
2.481000000000000000e+03 2.481000000000000227e+01 2.226147792456122598e+00
2.482000000000000000e+03 2.482000000000000028e+01 2.231593478211002068e+00
2.483000000000000000e+03 2.483000000000000185e+01 2.169055930089755613e+00
2.484000000000000000e+03 2.483999999999999986e+01 2.364266860610670928e+00
2.485000000000000000e+03 2.485000000000000142e+01 2.239889106491864901e+00
2.486000000000000000e+03 2.485999999999999943e+01 2.287270444011010539e+00
2.487000000000000000e+03 2.487000000000000099e+01 2.458363251273884664e+00
2.488000000000000000e+03 2.487999999999999901e+01 2.447760807485973800e+00
2.489000000000000000e+03 2.489000000000000057e+01 2.124780647653267796e+00
2.490000000000000000e+03 2.490000000000000213e+01 2.289229410653596197e+00
2.491000000000000000e+03 2.491000000000000014e+01 2.207528345617513210e+00
2.492000000000000000e+03 2.492000000000000171e+01 2.192374421868422019e+00
2.493000000000000000e+03 2.492999999999999972e+01 2.303182806436093966e+00
2.494000000000000000e+03 2.494000000000000128e+01 2.165853108875259281e+00
2.495000000000000000e+03 2.494999999999999929e+01 2.106403247319541983e+00
2.496000000000000000e+03 2.496000000000000085e+01 2.355752095334036067e+00
2.497000000000000000e+03 2.496999999999999886e+01 2.113920886197532489e+00
2.498000000000000000e+03 2.498000000000000043e+01 2.344357276523007183e+00
2.499000000000000000e+03 2.499000000000000199e+01 2.207336113474832384e+00
2.500000000000000000e+03 2.500000000000000000e+01 1.928241883073444241e+00
2.501000000000000000e+03 2.501000000000000156e+01 2.088107573674821360e+00
2.502000000000000000e+03 2.501999999999999957e+01 2.327677124854482305e+00
2.503000000000000000e+03 2.503000000000000114e+01 2.361475883550113508e+00
2.504000000000000000e+03 2.503999999999999915e+01 2.634253797106158590e+00
2.505000000000000000e+03 2.505000000000000071e+01 2.222156990181805014e+00
2.506000000000000000e+03 2.506000000000000227e+01 2.447915902161202695e+00
2.507000000000000000e+03 2.507000000000000028e+01 2.340666086160320347e+00
2.508000000000000000e+03 2.508000000000000185e+01 2.315292249230508581e+00
2.509000000000000000e+03 2.508999999999999986e+01 2.116081752699095375e+00
2.510000000000000000e+03 2.510000000000000142e+01 2.126655755295626893e+00
2.511000000000000000e+03 2.510999999999999943e+01 2.434830419149374592e+00
2.512000000000000000e+03 2.512000000000000099e+01 2.136781878830692705e+00
2.513000000000000000e+03 2.512999999999999901e+01 2.163348485008551148e+00
2.514000000000000000e+03 2.514000000000000057e+01 2.425018821643338374e+00
2.515000000000000000e+03 2.515000000000000213e+01 2.316176702095758877e+00
2.516000000000000000e+03 2.516000000000000014e+01 2.399237218396728100e+00
2.517000000000000000e+03 2.517000000000000171e+01 2.186770287155450188e+00
2.518000000000000000e+03 2.517999999999999972e+01 2.136263690120588254e+00
2.519000000000000000e+03 2.519000000000000128e+01 2.281186600998636571e+00
2.520000000000000000e+03 2.519999999999999929e+01 2.302922175668715710e+00
2.521000000000000000e+03 2.521000000000000085e+01 2.281172902550625547e+00
2.522000000000000000e+03 2.521999999999999886e+01 2.399567538996858929e+00
2.523000000000000000e+03 2.523000000000000043e+01 2.303291490742498393e+00
2.524000000000000000e+03 2.524000000000000199e+01 2.124996211031401128e+00
2.525000000000000000e+03 2.525000000000000000e+01 2.393545279305077322e+00
2.526000000000000000e+03 2.526000000000000156e+01 2.523767838842521538e+00
2.527000000000000000e+03 2.526999999999999957e+01 2.310194645008361913e+00
2.528000000000000000e+03 2.528000000000000114e+01 2.345878981946472486e+00
2.529000000000000000e+03 2.528999999999999915e+01 2.294340681841578800e+00
2.530000000000000000e+03 2.530000000000000071e+01 2.184529074378634750e+00
2.531000000000000000e+03 2.531000000000000227e+01 2.499753766176001868e+00
2.532000000000000000e+03 2.532000000000000028e+01 2.386601076050389736e+00
2.533000000000000000e+03 2.533000000000000185e+01 2.269725690906747584e+00
2.534000000000000000e+03 2.533999999999999986e+01 2.442892238142887695e+00
2.535000000000000000e+03 2.535000000000000142e+01 2.302986927769534287e+00
2.536000000000000000e+03 2.535999999999999943e+01 2.155980714330683501e+00
2.537000000000000000e+03 2.537000000000000099e+01 2.427406226934289535e+00
2.538000000000000000e+03 2.537999999999999901e+01 2.539888701449521946e+00
2.539000000000000000e+03 2.539000000000000057e+01 2.440641682261433854e+00
2.540000000000000000e+03 2.540000000000000213e+01 2.236925990733240610e+00
2.541000000000000000e+03 2.541000000000000014e+01 2.576656108834372461e+00
2.542000000000000000e+03 2.542000000000000171e+01 2.459278493458378456e+00
2.543000000000000000e+03 2.542999999999999972e+01 2.486151924310627592e+00
2.544000000000000000e+03 2.544000000000000128e+01 2.125489415244986802e+00
2.545000000000000000e+03 2.544999999999999929e+01 2.083264444929073367e+00
2.546000000000000000e+03 2.546000000000000085e+01 2.471880493673847212e+00
2.547000000000000000e+03 2.546999999999999886e+01 2.273007009056804417e+00
2.548000000000000000e+03 2.548000000000000043e+01 2.308953418786566569e+00
2.549000000000000000e+03 2.549000000000000199e+01 2.366195222313607349e+00
2.550000000000000000e+03 2.550000000000000000e+01 2.252747083025234520e+00
2.551000000000000000e+03 2.551000000000000156e+01 2.138635944936948086e+00
2.552000000000000000e+03 2.551999999999999957e+01 2.458193183471722332e+00
2.553000000000000000e+03 2.553000000000000114e+01 2.490764417136309472e+00
2.554000000000000000e+03 2.553999999999999915e+01 1.762843238287425063e+00
2.555000000000000000e+03 2.555000000000000071e+01 2.599530247769156865e+00
2.556000000000000000e+03 2.556000000000000227e+01 2.482113693717209912e+00
2.557000000000000000e+03 2.557000000000000028e+01 2.234485271477666402e+00
2.558000000000000000e+03 2.558000000000000185e+01 2.000922897054159488e+00
2.559000000000000000e+03 2.558999999999999986e+01 2.394511690794777437e+00
2.560000000000000000e+03 2.560000000000000142e+01 2.043853097903623350e+00
2.561000000000000000e+03 2.560999999999999943e+01 2.034335521239608813e+00
2.562000000000000000e+03 2.562000000000000099e+01 2.478501607017777442e+00
2.563000000000000000e+03 2.562999999999999901e+01 2.208419828018947761e+00
2.564000000000000000e+03 2.564000000000000057e+01 1.933345520878366974e+00
2.565000000000000000e+03 2.565000000000000213e+01 2.401223524663007147e+00
2.566000000000000000e+03 2.566000000000000014e+01 2.221874807542755015e+00
2.567000000000000000e+03 2.567000000000000171e+01 2.221828167762685435e+00
2.568000000000000000e+03 2.567999999999999972e+01 2.407156106042729782e+00
2.569000000000000000e+03 2.569000000000000128e+01 2.458809943687633837e+00
2.570000000000000000e+03 2.569999999999999929e+01 2.139990616900377507e+00
2.571000000000000000e+03 2.571000000000000085e+01 2.129055667800610951e+00
2.572000000000000000e+03 2.571999999999999886e+01 2.348139799432363617e+00
2.573000000000000000e+03 2.573000000000000043e+01 2.411159399346678001e+00
2.574000000000000000e+03 2.574000000000000199e+01 2.148961423960290773e+00
2.575000000000000000e+03 2.575000000000000000e+01 2.418310596494142040e+00
2.576000000000000000e+03 2.576000000000000156e+01 2.599233230965750430e+00
2.577000000000000000e+03 2.576999999999999957e+01 2.638166740964587031e+00
2.578000000000000000e+03 2.578000000000000114e+01 2.208408217938335305e+00
2.579000000000000000e+03 2.578999999999999915e+01 2.373472744145958213e+00
2.580000000000000000e+03 2.580000000000000071e+01 2.346486815532123682e+00
2.581000000000000000e+03 2.581000000000000227e+01 2.404220274447783190e+00
2.582000000000000000e+03 2.582000000000000028e+01 2.453409032430897252e+00
2.583000000000000000e+03 2.583000000000000185e+01 2.131196593952715990e+00
2.584000000000000000e+03 2.583999999999999986e+01 1.985905564299911941e+00
2.585000000000000000e+03 2.585000000000000142e+01 2.384938133176277564e+00
2.586000000000000000e+03 2.585999999999999943e+01 2.359684753327278894e+00
2.587000000000000000e+03 2.587000000000000099e+01 2.199987192611674303e+00
2.588000000000000000e+03 2.587999999999999901e+01 2.314660759255342981e+00
2.589000000000000000e+03 2.589000000000000057e+01 2.125754258333442337e+00
2.590000000000000000e+03 2.590000000000000213e+01 2.368809515416089528e+00
2.591000000000000000e+03 2.591000000000000014e+01 2.027615067780142777e+00
2.592000000000000000e+03 2.592000000000000171e+01 2.483008683551807039e+00
2.593000000000000000e+03 2.592999999999999972e+01 2.195643842033155657e+00
2.594000000000000000e+03 2.594000000000000128e+01 2.418911679464148090e+00
2.595000000000000000e+03 2.594999999999999929e+01 2.259143974304792302e+00
2.596000000000000000e+03 2.596000000000000085e+01 2.202404020780376559e+00
2.597000000000000000e+03 2.596999999999999886e+01 2.620833604680629758e+00
2.598000000000000000e+03 2.598000000000000043e+01 2.063428655520170185e+00
2.599000000000000000e+03 2.599000000000000199e+01 2.216805489913066474e+00
2.600000000000000000e+03 2.600000000000000000e+01 2.405646769518996475e+00
2.601000000000000000e+03 2.601000000000000156e+01 2.290154648174555163e+00
2.602000000000000000e+03 2.601999999999999957e+01 2.131330132701169333e+00
2.603000000000000000e+03 2.603000000000000114e+01 2.323006686835939139e+00
2.604000000000000000e+03 2.603999999999999915e+01 2.472158882813657144e+00
2.605000000000000000e+03 2.605000000000000071e+01 2.202471735473614967e+00
2.606000000000000000e+03 2.606000000000000227e+01 2.499673545925681584e+00
2.607000000000000000e+03 2.607000000000000028e+01 2.576650995351969176e+00
2.608000000000000000e+03 2.608000000000000185e+01 2.155335627528320419e+00
2.609000000000000000e+03 2.608999999999999986e+01 2.249378667910291618e+00
2.610000000000000000e+03 2.610000000000000142e+01 2.214018925800457449e+00
2.611000000000000000e+03 2.610999999999999943e+01 2.293511964519202806e+00
2.612000000000000000e+03 2.612000000000000099e+01 2.402989888180893097e+00
2.613000000000000000e+03 2.612999999999999901e+01 2.606279897529844458e+00
2.614000000000000000e+03 2.614000000000000057e+01 2.284556840019523971e+00
2.615000000000000000e+03 2.615000000000000213e+01 2.444313673346317106e+00
2.616000000000000000e+03 2.616000000000000014e+01 2.116033894052540276e+00
2.617000000000000000e+03 2.617000000000000171e+01 2.330277198338989386e+00
2.618000000000000000e+03 2.617999999999999972e+01 2.160977398490878887e+00
2.619000000000000000e+03 2.619000000000000128e+01 2.365698274022008274e+00
2.620000000000000000e+03 2.619999999999999929e+01 2.536285205696498402e+00
2.621000000000000000e+03 2.621000000000000085e+01 1.996468488613727832e+00
2.622000000000000000e+03 2.621999999999999886e+01 2.038861722971196944e+00
2.623000000000000000e+03 2.623000000000000043e+01 2.327835809618552521e+00
2.624000000000000000e+03 2.624000000000000199e+01 2.454254537201358222e+00
2.625000000000000000e+03 2.625000000000000000e+01 2.101520996900926974e+00
2.626000000000000000e+03 2.626000000000000156e+01 2.246735761081060545e+00
2.627000000000000000e+03 2.626999999999999957e+01 2.266170416097375018e+00
2.628000000000000000e+03 2.628000000000000114e+01 2.043051641057146206e+00
2.629000000000000000e+03 2.628999999999999915e+01 2.155780793449847632e+00
2.630000000000000000e+03 2.630000000000000071e+01 2.380252713057824376e+00
2.631000000000000000e+03 2.631000000000000227e+01 2.335965682042421943e+00
2.632000000000000000e+03 2.632000000000000028e+01 2.263329373087762608e+00
2.633000000000000000e+03 2.633000000000000185e+01 2.425769858473832308e+00
2.634000000000000000e+03 2.633999999999999986e+01 2.316725669789827524e+00
2.635000000000000000e+03 2.635000000000000142e+01 2.273195532726611567e+00
2.636000000000000000e+03 2.635999999999999943e+01 2.436435883615805764e+00
2.637000000000000000e+03 2.637000000000000099e+01 2.080131952945032392e+00
2.638000000000000000e+03 2.637999999999999901e+01 2.481138475690764178e+00
2.639000000000000000e+03 2.639000000000000057e+01 2.565867267213038705e+00
2.640000000000000000e+03 2.640000000000000213e+01 1.985805943974722210e+00
2.641000000000000000e+03 2.641000000000000014e+01 2.286339305505174391e+00
2.642000000000000000e+03 2.642000000000000171e+01 2.195232048069146291e+00
2.643000000000000000e+03 2.642999999999999972e+01 2.250411338144276741e+00
2.644000000000000000e+03 2.644000000000000128e+01 2.078051061338085148e+00
2.645000000000000000e+03 2.644999999999999929e+01 2.659461388626562339e+00
2.646000000000000000e+03 2.646000000000000085e+01 2.355898794030452326e+00
2.647000000000000000e+03 2.646999999999999886e+01 2.269886702892732977e+00
2.648000000000000000e+03 2.648000000000000043e+01 2.272056280793443683e+00
2.649000000000000000e+03 2.649000000000000199e+01 2.250964001988355445e+00
2.650000000000000000e+03 2.650000000000000000e+01 2.335429345357121989e+00
2.651000000000000000e+03 2.651000000000000156e+01 2.411602817567244816e+00
2.652000000000000000e+03 2.651999999999999957e+01 2.594247953115496497e+00
2.653000000000000000e+03 2.653000000000000114e+01 2.139613164378055377e+00
2.654000000000000000e+03 2.653999999999999915e+01 2.185895505493673951e+00
2.655000000000000000e+03 2.655000000000000071e+01 2.419214173639721022e+00
2.656000000000000000e+03 2.656000000000000227e+01 2.415662246016743175e+00
2.657000000000000000e+03 2.657000000000000028e+01 2.276026161502740397e+00
2.658000000000000000e+03 2.658000000000000185e+01 2.207488582637722185e+00
2.659000000000000000e+03 2.658999999999999986e+01 2.390191685842625535e+00
2.660000000000000000e+03 2.660000000000000142e+01 2.264208190373582230e+00
2.661000000000000000e+03 2.660999999999999943e+01 2.420905262971425387e+00
2.662000000000000000e+03 2.662000000000000099e+01 2.547340360647068813e+00
2.663000000000000000e+03 2.662999999999999901e+01 2.429050280506077630e+00
2.664000000000000000e+03 2.664000000000000057e+01 2.042653370148798331e+00
2.665000000000000000e+03 2.665000000000000213e+01 2.316306123756039170e+00
2.666000000000000000e+03 2.666000000000000014e+01 2.197625208940483521e+00
2.667000000000000000e+03 2.667000000000000171e+01 2.378196619206965234e+00
2.668000000000000000e+03 2.667999999999999972e+01 2.196595010152292637e+00
2.669000000000000000e+03 2.669000000000000128e+01 2.521870910043451541e+00
2.670000000000000000e+03 2.669999999999999929e+01 2.445693920581134329e+00
2.671000000000000000e+03 2.671000000000000085e+01 2.087764725266101351e+00
2.672000000000000000e+03 2.671999999999999886e+01 2.274981416778070642e+00
2.673000000000000000e+03 2.673000000000000043e+01 2.027684987792427229e+00
2.674000000000000000e+03 2.674000000000000199e+01 2.179787560510406674e+00
2.675000000000000000e+03 2.675000000000000000e+01 2.128753752566211244e+00
2.676000000000000000e+03 2.676000000000000156e+01 2.249378343108048739e+00
2.677000000000000000e+03 2.676999999999999957e+01 2.290785951009216337e+00
2.678000000000000000e+03 2.678000000000000114e+01 2.365065095511150073e+00
2.679000000000000000e+03 2.678999999999999915e+01 2.402048537693120434e+00
2.680000000000000000e+03 2.680000000000000071e+01 2.241435278029059397e+00
2.681000000000000000e+03 2.681000000000000227e+01 2.375818216165510588e+00
2.682000000000000000e+03 2.682000000000000028e+01 2.371453435770045637e+00
2.683000000000000000e+03 2.683000000000000185e+01 2.233767841971763257e+00
2.684000000000000000e+03 2.683999999999999986e+01 2.263160152799440716e+00
2.685000000000000000e+03 2.685000000000000142e+01 2.479233451630025620e+00
2.686000000000000000e+03 2.685999999999999943e+01 2.018639985732261000e+00
2.687000000000000000e+03 2.687000000000000099e+01 2.296248179387907040e+00
2.688000000000000000e+03 2.687999999999999901e+01 2.208844038615928262e+00
2.689000000000000000e+03 2.689000000000000057e+01 2.285095873229813002e+00
2.690000000000000000e+03 2.690000000000000213e+01 2.209904475897750409e+00
2.691000000000000000e+03 2.691000000000000014e+01 2.259479591053787928e+00
2.692000000000000000e+03 2.692000000000000171e+01 2.193900136403851509e+00
2.693000000000000000e+03 2.692999999999999972e+01 2.364388759982513299e+00
2.694000000000000000e+03 2.694000000000000128e+01 2.318249361390633645e+00
2.695000000000000000e+03 2.694999999999999929e+01 2.180441882885215676e+00
2.696000000000000000e+03 2.696000000000000085e+01 2.369126337779370761e+00
2.697000000000000000e+03 2.696999999999999886e+01 2.546511356595941411e+00
2.698000000000000000e+03 2.698000000000000043e+01 2.365825810804311313e+00
2.699000000000000000e+03 2.699000000000000199e+01 2.164782287810379735e+00
2.700000000000000000e+03 2.700000000000000000e+01 2.356697604548233294e+00
2.701000000000000000e+03 2.701000000000000156e+01 2.484807162290460170e+00
2.702000000000000000e+03 2.701999999999999957e+01 2.326382882901398386e+00
2.703000000000000000e+03 2.703000000000000114e+01 2.177300211172028988e+00
2.704000000000000000e+03 2.703999999999999915e+01 2.219746779422247407e+00
2.705000000000000000e+03 2.705000000000000071e+01 2.147758831546841662e+00
2.706000000000000000e+03 2.706000000000000227e+01 2.357403817841125626e+00
2.707000000000000000e+03 2.707000000000000028e+01 2.108171330968509061e+00
2.708000000000000000e+03 2.708000000000000185e+01 2.485463271760572024e+00
2.709000000000000000e+03 2.708999999999999986e+01 2.284733106136605407e+00
2.710000000000000000e+03 2.710000000000000142e+01 2.392218439333747781e+00
2.711000000000000000e+03 2.710999999999999943e+01 2.339633502707402446e+00
2.712000000000000000e+03 2.712000000000000099e+01 2.222663480399313052e+00
2.713000000000000000e+03 2.712999999999999901e+01 2.386383836906911693e+00
2.714000000000000000e+03 2.714000000000000057e+01 2.241215721477152645e+00
2.715000000000000000e+03 2.715000000000000213e+01 2.495626475283502899e+00
2.716000000000000000e+03 2.716000000000000014e+01 2.319322649424941485e+00
2.717000000000000000e+03 2.717000000000000171e+01 2.111562612191905330e+00
2.718000000000000000e+03 2.717999999999999972e+01 2.433486081053042760e+00
2.719000000000000000e+03 2.719000000000000128e+01 2.548204546848098051e+00
2.720000000000000000e+03 2.719999999999999929e+01 2.248261942305775030e+00
2.721000000000000000e+03 2.721000000000000085e+01 2.298911551423468591e+00
2.722000000000000000e+03 2.721999999999999886e+01 2.230664454251740647e+00
2.723000000000000000e+03 2.723000000000000043e+01 2.435280026534709652e+00
2.724000000000000000e+03 2.724000000000000199e+01 2.202864364497549854e+00
2.725000000000000000e+03 2.725000000000000000e+01 2.497478173968407322e+00
2.726000000000000000e+03 2.726000000000000156e+01 2.286152224980444458e+00
2.727000000000000000e+03 2.726999999999999957e+01 2.333013166606966671e+00
